user_id,candidate,ground_truth
188,"[283, 1347, 731, 790, 1167, 1623, 455, 933, 476, 129, 1188, 1519, 1659, 1556, 785, 449, 668, 998, 186, 986]",455
189,"[734, 604, 1031, 150, 1073, 1485, 1637, 1157, 1454, 1014, 1501, 1473, 1518, 402, 1283, 1058, 941, 1292, 655, 1097]",150
190,"[791, 89, 158, 346, 972, 399, 556, 506, 134, 514, 789, 1358, 1451, 920, 405, 854, 203, 293, 515, 496]",405
191,"[391, 214, 111, 874, 1199, 820, 1561, 1192, 1396, 963, 191, 632, 143, 806, 13, 86, 1364, 1242, 1077, 1122]",86
192,"[589, 879, 1578, 172, 1506, 420, 1196, 624, 1061, 445, 828, 1489, 201, 705, 1183, 530, 966, 93, 1617, 964]",1061
193,"[330, 1229, 438, 136, 1354, 984, 864, 87, 602, 1652, 366, 1164, 1181, 1356, 764, 974, 36, 470, 1205, 1110]",366
194,"[1469, 1187, 1059, 1617, 653, 1419, 1155, 737, 1310, 1678, 1568, 1500, 428, 1483, 1253, 1358, 830, 909, 977, 1584]",737
195,"[757, 281, 960, 621, 908, 529, 16, 596, 1138, 1470, 962, 206, 329, 1435, 684, 350, 216, 706, 421, 1593]",421
196,"[602, 1094, 909, 673, 1244, 300, 1652, 774, 994, 1118, 682, 1071, 552, 1425, 399, 1418, 558, 1621, 927, 1451]",1118
197,"[423, 554, 902, 1642, 943, 1026, 564, 299, 743, 426, 1130, 1124, 721, 191, 1107, 1518, 1212, 647, 487, 1605]",554
198,"[827, 1603, 1652, 550, 614, 1137, 667, 1194, 170, 1407, 269, 1672, 226, 769, 42, 942, 1175, 1198, 260, 713]",942
199,"[1143, 524, 73, 194, 14, 750, 891, 1186, 1573, 691, 987, 459, 1286, 1439, 910, 675, 720, 1327, 1269, 366]",14
200,"[850, 1523, 403, 1183, 1470, 900, 1334, 932, 828, 1143, 440, 60, 1524, 1032, 831, 57, 1299, 1378, 153, 277]",831
201,"[1524, 1466, 1503, 449, 841, 1485, 308, 364, 1437, 776, 1564, 1486, 516, 227, 1043, 1122, 416, 818, 712, 277]",227
202,"[260, 58, 1476, 252, 79, 1173, 1243, 1139, 767, 1053, 432, 1430, 1035, 484, 687, 378, 988, 1586, 993, 220]",484
203,"[93, 522, 959, 240, 1185, 644, 979, 1183, 1436, 58, 367, 605, 1086, 1000, 123, 564, 359, 94, 183, 1574]",93
204,"[996, 782, 1460, 625, 187, 1106, 817, 493, 923, 1162, 305, 611, 1154, 1585, 712, 297, 427, 1047, 856, 225]",297
205,"[382, 1107, 995, 687, 1057, 1323, 1575, 1287, 748, 1056, 1648, 1211, 592, 218, 580, 1670, 390, 799, 1369, 1415]",748
206,"[321, 1637, 1417, 52, 104, 1330, 699, 145, 450, 919, 236, 972, 737, 1189, 254, 295, 586, 302, 1485, 1613]",302
207,"[1258, 646, 415, 1371, 828, 1301, 408, 625, 910, 407, 762, 536, 231, 1494, 1279, 1606, 389, 1149, 302, 730]",302
208,"[53, 461, 276, 962, 1565, 1269, 445, 539, 1065, 739, 1055, 999, 609, 1388, 252, 1198, 63, 102, 408, 966]",739
209,"[923, 1211, 1479, 737, 1107, 683, 539, 1023, 720, 1422, 889, 83, 207, 621, 1379, 1608, 501, 242, 835, 1112]",242
210,"[383, 1457, 385, 910, 401, 1031, 1450, 1452, 326, 1167, 94, 1632, 1623, 605, 1498, 1092, 171, 649, 104, 1651]",94
211,"[184, 1146, 674, 337, 1529, 594, 481, 117, 68, 511, 1675, 842, 955, 399, 1677, 634, 1672, 1652, 647, 1654]",117
212,"[746, 1591, 1522, 1160, 1050, 249, 818, 213, 225, 1093, 1568, 1581, 1263, 967, 511, 1380, 1652, 1280, 1503, 995]",511
213,"[1652, 1030, 1365, 1646, 1299, 522, 31, 1358, 1183, 803, 233, 1668, 1678, 1394, 1418, 9, 1666, 1255, 1680, 1234]",31
214,"[1167, 1678, 129, 140, 1483, 1600, 373, 432, 189, 124, 98, 1450, 1480, 493, 286, 871, 1577, 16, 1048, 711]",98
215,"[1511, 1210, 1146, 1309, 241, 370, 1172, 226, 1366, 669, 775, 1307, 1164, 1436, 1575, 634, 1658, 220, 696, 428]",226
216,"[538, 585, 921, 753, 650, 1640, 320, 1109, 1636, 701, 254, 353, 885, 1492, 828, 1540, 216, 277, 1279, 649]",216
217,"[449, 1438, 1529, 87, 1063, 1598, 1186, 1091, 391, 533, 897, 828, 1544, 522, 1072, 704, 733, 1486, 1015, 519]",391
218,"[234, 132, 1675, 1429, 1304, 109, 551, 1347, 122, 601, 640, 125, 1565, 1075, 203, 572, 946, 1638, 16, 1088]",203
219,"[709, 1411, 172, 1103, 1111, 472, 657, 906, 1670, 673, 761, 1000, 619, 80, 893, 1416, 1100, 756, 1066, 812]",906
220,"[1320, 298, 858, 53, 61, 1240, 152, 1154, 361, 127, 1591, 563, 943, 124, 283, 781, 1151, 1180, 953, 652]",298
221,"[751, 615, 914, 398, 28, 1430, 1228, 1454, 185, 839, 1189, 626, 781, 1056, 1446, 976, 1665, 1672, 1281, 991]",751
222,"[266, 1226, 1119, 1260, 1400, 996, 978, 1520, 926, 512, 612, 1508, 668, 584, 1095, 915, 346, 274, 355, 800]",1226
223,"[433, 291, 415, 169, 467, 1182, 150, 1469, 155, 884, 728, 122, 1008, 454, 709, 830, 1094, 436, 393, 46]",155
224,"[894, 1059, 1184, 1066, 431, 1001, 24, 239, 851, 1229, 252, 1060, 1367, 1509, 862, 1661, 141, 1012, 1131, 1473]",239
225,"[934, 1293, 1155, 392, 24, 453, 727, 875, 936, 604, 1298, 1357, 1548, 1576, 345, 312, 1437, 412, 1153, 1256]",604
226,"[874, 250, 425, 1562, 1378, 192, 1523, 401, 800, 315, 1532, 1002, 212, 326, 833, 413, 514, 646, 679, 1195]",250
227,"[254, 609, 1558, 258, 968, 364, 265, 1546, 1403, 965, 1277, 731, 891, 949, 1008, 1111, 1420, 1365, 1574, 1527]",1008
228,"[980, 409, 444, 556, 1546, 565, 416, 276, 684, 812, 1144, 642, 192, 939, 908, 594, 3, 861, 76, 159]",812
229,"[504, 991, 337, 848, 1429, 387, 1047, 203, 882, 695, 1126, 80, 482, 1475, 56, 26, 249, 590, 116, 1433]",882
230,"[532, 1263, 1146, 100, 363, 1672, 106, 1107, 342, 456, 1268, 414, 1167, 1536, 1510, 1125, 830, 1153, 1403, 881]",100
231,"[1343, 1127, 1321, 720, 1549, 208, 1652, 1422, 14, 846, 709, 640, 1177, 619, 1427, 1669, 1532, 1175, 250, 307]",846
232,"[82, 87, 443, 562, 1334, 1415, 723, 1117, 520, 1132, 1458, 4, 833, 257, 808, 122, 447, 185, 973, 540]",4
233,"[823, 1282, 1404, 1669, 570, 1084, 1133, 1053, 313, 490, 400, 1363, 1097, 1238, 1177, 957, 1095, 1124, 157, 683]",313
234,"[74, 152, 62, 1349, 539, 901, 94, 704, 1237, 1508, 1262, 1442, 1284, 644, 1625, 46, 369, 456, 585, 1004]",152
235,"[760, 404, 1606, 184, 216, 783, 1215, 1422, 388, 1135, 52, 865, 1482, 336, 1485, 307, 1647, 761, 1495, 54]",52
236,"[386, 301, 582, 79, 1032, 982, 1604, 290, 438, 392, 1499, 136, 1411, 914, 1612, 381, 680, 1456, 1034, 1611]",79
237,"[415, 582, 634, 1224, 124, 511, 1636, 248, 455, 692, 831, 71, 1088, 174, 269, 936, 182, 651, 752, 1250]",174
238,"[293, 475, 1298, 708, 654, 1294, 799, 1252, 1568, 1650, 721, 890, 53, 1663, 1326, 1235, 847, 458, 1003, 96]",458
239,"[279, 1028, 524, 1672, 1493, 914, 1007, 1425, 546, 1304, 269, 1053, 763, 1036, 371, 801, 37, 607, 798, 591]",269
240,"[1159, 569, 861, 1305, 484, 1609, 1101, 1638, 681, 842, 1641, 801, 643, 634, 245, 1035, 360, 660, 139, 1118]",245
241,"[308, 329, 1551, 1499, 1414, 1293, 84, 795, 738, 1289, 388, 840, 37, 292, 1396, 122, 1267, 931, 985, 1361]",292
242,"[451, 1249, 1110, 1630, 1251, 199, 965, 270, 458, 1633, 345, 927, 474, 597, 606, 1040, 1244, 1173, 268, 720]",268
243,"[886, 309, 1527, 1204, 340, 712, 1070, 346, 1497, 70, 1253, 350, 1124, 1098, 949, 1351, 521, 1297, 8, 1551]",8
244,"[47, 1614, 1664, 1557, 1159, 1130, 920, 1057, 494, 261, 670, 387, 1622, 1465, 57, 658, 940, 1090, 1596, 284]",1057
245,"[185, 1241, 1676, 1246, 139, 495, 258, 753, 686, 347, 188, 1154, 1434, 1306, 549, 1481, 297, 1558, 212, 1601]",258
246,"[531, 963, 1015, 527, 698, 1161, 1058, 1318, 1290, 1633, 1074, 816, 954, 1523, 1637, 763, 246, 1098, 1009, 1610]",816
247,"[180, 1065, 1006, 477, 647, 457, 722, 182, 539, 1385, 258, 631, 545, 821, 749, 1490, 1670, 1473, 1508, 30]",258
248,"[367, 824, 388, 226, 1623, 405, 634, 191, 1298, 383, 1491, 203, 730, 648, 137, 267, 571, 670, 387, 389]",405
249,"[578, 544, 1368, 677, 1296, 1242, 359, 326, 1530, 706, 1448, 620, 1484, 1206, 216, 231, 315, 1486, 1101, 1259]",216
250,"[327, 856, 798, 875, 531, 225, 1014, 934, 773, 1081, 1169, 1167, 416, 1620, 1485, 686, 698, 1035, 1098, 1670]",1014
251,"[19, 821, 2, 1041, 693, 576, 337, 502, 25, 547, 922, 1627, 1370, 932, 677, 497, 347, 214, 1361, 1302]",25
252,"[616, 626, 1389, 951, 1343, 1584, 281, 1030, 1365, 994, 615, 1542, 1360, 215, 1327, 1568, 515, 124, 1320, 1118]",124
253,"[1636, 78, 245, 414, 94, 1130, 1457, 295, 605, 911, 1090, 780, 631, 1403, 565, 1501, 1288, 856, 934, 4]",4
254,"[861, 825, 1034, 161, 598, 1269, 154, 332, 1260, 178, 381, 1649, 1066, 401, 258, 771, 1514, 1404, 602, 45]",258
255,"[86, 265, 971, 1357, 763, 1242, 1069, 362, 471, 1512, 1501, 424, 179, 473, 20, 1114, 1168, 1145, 667, 297]",763
256,"[1658, 753, 830, 115, 343, 1134, 1358, 1278, 277, 1508, 673, 770, 429, 796, 1183, 1024, 465, 1121, 338, 1653]",796
257,"[284, 1220, 443, 1351, 359, 1610, 1348, 149, 479, 956, 1064, 1679, 881, 345, 1211, 123, 84, 1250, 216, 182]",345
258,"[1150, 105, 1353, 1481, 343, 1043, 606, 47, 745, 873, 1101, 1652, 898, 636, 1275, 782, 592, 947, 1562, 475]",873
259,"[534, 918, 374, 1555, 18, 1571, 837, 192, 1305, 1147, 1188, 1627, 575, 1311, 873, 770, 1626, 39, 1375, 188]",39
260,"[1563, 842, 1513, 1356, 145, 322, 327, 650, 1172, 545, 1107, 1312, 293, 1550, 108, 518, 444, 419, 1389, 853]",322
261,"[1523, 703, 1531, 377, 1142, 1564, 1321, 825, 1276, 1501, 635, 334, 1407, 615, 74, 1259, 957, 158, 1579, 125]",125
262,"[142, 1028, 1005, 1572, 1231, 1652, 220, 440, 724, 1195, 1374, 179, 444, 753, 812, 1088, 227, 872, 1617, 697]",179
263,"[50, 1287, 440, 154, 94, 693, 744, 1506, 762, 896, 1547, 224, 1148, 102, 927, 391, 1392, 1498, 173, 743]",50
264,"[396, 882, 1167, 932, 281, 237, 1527, 1057, 369, 1602, 1682, 937, 1445, 273, 780, 351, 487, 1288, 1476, 1009]",1009
265,"[273, 552, 161, 949, 778, 1621, 306, 1672, 242, 87, 1082, 1086, 426, 447, 1267, 152, 1225, 987, 963, 373]",273
266,"[570, 1360, 1139, 782, 1246, 1541, 1561, 1052, 9, 1421, 1428, 1225, 1343, 1328, 1402, 475, 1582, 1408, 1117, 605]",9
267,"[1412, 1319, 295, 1232, 898, 749, 355, 61, 1491, 146, 181, 36, 1504, 1091, 1195, 1552, 412, 1599, 1203, 443]",181
268,"[1218, 410, 970, 1150, 178, 1052, 1629, 137, 1326, 1592, 924, 1674, 548, 837, 19, 497, 855, 1298, 236, 149]",178
269,"[815, 1192, 1009, 1078, 224, 1367, 797, 1614, 881, 1017, 1597, 914, 1021, 253, 1180, 1510, 220, 1660, 500, 1407]",1017
270,"[1096, 1562, 1166, 935, 860, 1499, 191, 1496, 29, 885, 1221, 1043, 1641, 48, 1327, 733, 1446, 1505, 627, 52]",860
271,"[1277, 106, 1310, 712, 484, 1258, 1508, 298, 1544, 1334, 1443, 1156, 248, 230, 1234, 619, 252, 380, 1435, 295]",248
272,"[1120, 111, 1359, 193, 371, 1279, 829, 894, 364, 633, 962, 946, 1456, 1071, 118, 1128, 543, 634, 789, 1611]",193
273,"[709, 1153, 483, 472, 1564, 800, 843, 1461, 108, 198, 923, 1597, 978, 1395, 239, 1075, 316, 783, 1095, 1094]",316
274,"[783, 169, 399, 574, 1101, 473, 88, 1599, 1120, 306, 149, 1059, 1283, 1260, 890, 240, 1426, 1211, 1097, 986]",88
275,"[1433, 928, 1395, 862, 901, 793, 607, 1142, 863, 423, 927, 1073, 766, 236, 599, 201, 623, 14, 1329, 1378]",423
276,"[267, 1001, 514, 1310, 1182, 1311, 1616, 757, 36, 821, 539, 1030, 915, 673, 754, 752, 611, 430, 1647, 522]",915
277,"[243, 383, 220, 75, 1605, 239, 836, 1335, 478, 1105, 1526, 852, 1289, 302, 1617, 1225, 234, 1218, 382, 1479]",302
278,"[780, 316, 1490, 1062, 1102, 1183, 263, 118, 1245, 1670, 419, 1110, 456, 741, 1494, 548, 378, 248, 173, 246]",173
279,"[1102, 1526, 758, 441, 1175, 353, 263, 1331, 269, 149, 1555, 573, 281, 409, 320, 1096, 887, 14, 1194, 1078]",269
280,"[385, 1409, 1241, 996, 667, 1583, 1312, 1669, 591, 1242, 406, 717, 1605, 1337, 249, 1572, 914, 859, 516, 373]",385
281,"[453, 1295, 322, 459, 996, 1349, 510, 725, 1524, 411, 1339, 1503, 735, 71, 1004, 296, 1081, 1520, 1456, 1487]",322
282,"[212, 696, 1543, 348, 1353, 677, 1203, 415, 343, 1182, 939, 387, 217, 1251, 1547, 1312, 337, 1232, 1659, 475]",343
283,"[282, 571, 602, 1588, 423, 433, 1607, 1446, 248, 309, 970, 29, 555, 997, 1443, 15, 5, 484, 611, 729]",433
284,"[1465, 764, 1528, 171, 743, 1290, 1580, 189, 1138, 94, 734, 590, 315, 1438, 274, 282, 870, 1587, 1167, 592]",315
285,"[266, 205, 1657, 1358, 1145, 491, 1010, 1402, 1327, 751, 1561, 1011, 1041, 861, 1103, 773, 1533, 797, 1520, 372]",205
286,"[1486, 839, 1582, 1676, 1560, 197, 1359, 273, 1510, 685, 699, 908, 1586, 1618, 979, 1393, 213, 1499, 1060, 295]",1060
287,"[274, 1231, 746, 291, 610, 3, 1289, 1265, 921, 363, 1354, 793, 424, 63, 1558, 1355, 797, 1332, 385, 1349]",291
288,"[718, 1669, 1547, 1022, 791, 1098, 663, 507, 1193, 1138, 322, 1269, 811, 752, 826, 435, 1047, 385, 814, 306]",435
289,"[1342, 922, 618, 505, 969, 639, 242, 1385, 828, 1581, 1510, 174, 232, 452, 1468, 1130, 1160, 588, 455, 323]",455
290,"[1580, 1105, 1009, 857, 917, 298, 1619, 1471, 270, 601, 1674, 1049, 120, 1213, 548, 973, 506, 1240, 395, 223]",120
291,"[537, 651, 1658, 397, 1254, 178, 1334, 345, 185, 1069, 1432, 105, 1260, 386, 616, 1396, 496, 842, 1612, 986]",496
292,"[1482, 2, 826, 360, 1454, 91, 1396, 682, 825, 1526, 192, 868, 1266, 541, 1619, 726, 878, 717, 1678, 1027]",2
293,"[353, 539, 416, 1662, 794, 1363, 1196, 57, 1620, 1408, 1079, 1126, 495, 1635, 1365, 1599, 1013, 1176, 1642, 594]",416
294,"[763, 1437, 512, 1104, 356, 211, 746, 1068, 1642, 1169, 1614, 634, 1611, 528, 163, 487, 902, 1211, 571, 202]",902
295,"[373, 461, 724, 1577, 1153, 319, 1548, 1321, 1361, 571, 859, 910, 93, 51, 1415, 508, 1167, 1291, 1535, 352]",461
296,"[148, 82, 209, 938, 1025, 423, 1404, 1093, 1460, 1657, 333, 441, 1157, 1360, 1557, 1456, 1364, 810, 325, 874]",209
297,"[1224, 1306, 815, 878, 1648, 870, 360, 295, 290, 1068, 752, 1059, 965, 1194, 912, 947, 549, 259, 732, 489]",752
298,"[1545, 820, 697, 157, 849, 312, 1197, 1614, 669, 960, 1329, 1483, 1128, 40, 643, 161, 584, 198, 712, 830]",820
299,"[1595, 1498, 440, 824, 1035, 410, 763, 596, 915, 835, 1353, 1515, 457, 845, 831, 667, 352, 994, 1517, 1175]",915
300,"[759, 597, 1666, 877, 1501, 36, 601, 590, 539, 1631, 335, 1009, 582, 1012, 1380, 1655, 89, 398, 1253, 701]",1012
301,"[719, 813, 1432, 1435, 255, 791, 130, 941, 1200, 921, 1656, 1295, 341, 1031, 707, 1448, 828, 669, 244, 1366]",719
302,"[1094, 1256, 1635, 1581, 1407, 184, 1365, 494, 1597, 658, 288, 1525, 1325, 708, 271, 1475, 1052, 798, 208, 1634]",271
303,"[1049, 992, 1433, 1482, 1565, 892, 1295, 1362, 1462, 249, 1395, 1080, 1364, 1171, 1555, 797, 639, 698, 625, 494]",249
304,"[274, 27, 1212, 1341, 1246, 925, 1682, 178, 813, 701, 495, 1583, 1247, 1670, 1495, 1561, 1539, 214, 397, 1391]",274
305,"[1564, 556, 461, 152, 916, 235, 1677, 717, 778, 1439, 516, 1640, 520, 678, 1550, 1377, 455, 614, 774, 697]",778
306,"[592, 1555, 603, 293, 310, 861, 120, 1514, 1172, 261, 919, 771, 604, 40, 859, 1152, 1200, 267, 735, 887]",1514
307,"[313, 1213, 278, 953, 1438, 808, 1608, 514, 800, 1298, 669, 756, 854, 1399, 1573, 1630, 677, 105, 1639, 176]",313
308,"[790, 689, 795, 224, 1417, 320, 1397, 29, 833, 386, 950, 1630, 130, 617, 789, 636, 122, 672, 145, 1646]",122
309,"[1326, 597, 218, 1010, 1672, 497, 1213, 462, 230, 450, 200, 1282, 1332, 1324, 1004, 319, 266, 1064, 567, 142]",319
310,"[1263, 419, 1225, 655, 1399, 257, 800, 570, 42, 822, 1062, 769, 1217, 553, 117, 1359, 1502, 938, 954, 1270]",257
311,"[42, 291, 1317, 1320, 9, 574, 929, 249, 1138, 1472, 818, 1554, 37, 116, 1080, 19, 408, 1002, 1272, 1010]",9
312,"[1482, 1446, 1110, 1594, 109, 624, 906, 699, 823, 1151, 1235, 835, 1148, 367, 1318, 149, 729, 403, 378, 1094]",835
313,"[988, 918, 1210, 1049, 772, 1444, 1138, 1099, 620, 1564, 1112, 817, 1508, 922, 1587, 1032, 1009, 1019, 1204, 746]",1210
314,"[1584, 874, 3, 590, 671, 18, 1332, 1070, 1181, 104, 1373, 358, 177, 1499, 893, 429, 1328, 1145, 30, 1300]",1145
315,"[1486, 456, 975, 1445, 416, 1248, 1537, 1402, 210, 1141, 571, 599, 305, 88, 438, 744, 1169, 886, 1046, 369]",305
316,"[398, 269, 496, 1575, 1544, 854, 812, 970, 582, 1590, 1376, 287, 560, 1577, 1455, 1, 1207, 1108, 748, 305]",582
317,"[1076, 856, 260, 1573, 1124, 930, 44, 1056, 1604, 253, 1150, 1649, 1314, 707, 325, 637, 1125, 865, 709, 459]",260
318,"[513, 158, 1072, 1024, 965, 920, 640, 1527, 1627, 338, 1110, 987, 1410, 761, 212, 1222, 1138, 416, 1565, 489]",158
319,"[881, 360, 604, 69, 880, 993, 600, 758, 1046, 308, 477, 172, 47, 148, 469, 1299, 252, 124, 1500, 1453]",880
320,"[1231, 250, 1075, 198, 318, 1331, 262, 761, 1257, 659, 1372, 1078, 442, 429, 1317, 1519, 115, 370, 1574, 928]",250
321,"[1516, 940, 248, 1679, 428, 355, 770, 465, 501, 122, 1454, 1280, 1252, 747, 434, 571, 1013, 1651, 807, 99]",428
322,"[129, 1047, 826, 528, 437, 278, 466, 855, 1344, 1280, 338, 776, 1631, 1089, 293, 57, 699, 132, 411, 869]",528
323,"[840, 1211, 1379, 1283, 841, 1471, 1567, 266, 1628, 64, 378, 1019, 1436, 955, 324, 347, 729, 770, 1591, 537]",64
324,"[1211, 549, 1324, 1630, 47, 1206, 1290, 277, 22, 846, 1243, 782, 975, 921, 374, 600, 1273, 915, 1015, 1190]",846
325,"[739, 1472, 659, 946, 783, 712, 723, 386, 451, 679, 254, 637, 26, 1298, 513, 685, 1679, 626, 826, 1576]",386
326,"[65, 758, 682, 915, 936, 1367, 12, 953, 618, 1659, 1549, 638, 220, 791, 17, 445, 645, 1676, 1350, 1543]",445
327,"[1625, 1399, 1436, 1663, 632, 522, 1276, 1516, 435, 377, 694, 149, 373, 326, 122, 1265, 1672, 605, 1565, 1328]",435
328,"[1468, 1073, 1483, 213, 1548, 242, 1131, 1531, 918, 1235, 1475, 1092, 146, 698, 446, 525, 1428, 238, 1205, 938]",1483
329,"[656, 685, 473, 503, 415, 1588, 819, 1278, 661, 1520, 121, 82, 651, 1046, 1532, 1223, 279, 1482, 381, 545]",651
330,"[271, 1048, 1278, 128, 901, 448, 1437, 542, 399, 647, 522, 1010, 37, 703, 645, 59, 215, 1288, 755, 773]",215
331,"[375, 362, 45, 728, 474, 1208, 613, 782, 435, 1393, 268, 1459, 976, 871, 128, 993, 1364, 1204, 1002, 94]",268
332,"[372, 766, 1163, 1533, 362, 386, 1645, 1482, 506, 55, 522, 728, 346, 1246, 849, 1085, 616, 1510, 433, 1432]",728
333,"[1056, 1159, 8, 111, 72, 97, 1556, 1368, 846, 1135, 61, 574, 1109, 1006, 100, 1646, 1519, 528, 1625, 724]",100
334,"[1248, 1161, 861, 1298, 671, 1120, 1594, 1680, 503, 1525, 732, 1444, 1345, 1500, 1342, 1662, 1618, 852, 471, 1125]",1525
335,"[1584, 570, 1211, 74, 138, 838, 322, 1018, 160, 582, 406, 978, 1249, 644, 835, 635, 604, 941, 11, 926]",322
336,"[1624, 176, 1458, 335, 227, 1497, 968, 1597, 1521, 329, 121, 339, 1157, 1290, 939, 146, 1186, 886, 1550, 250]",121
337,"[499, 1493, 383, 817, 644, 1072, 1108, 179, 617, 1645, 1601, 1097, 1507, 68, 268, 1420, 447, 681, 631, 864]",631
338,"[1069, 893, 1436, 1344, 1615, 1602, 164, 1123, 1211, 1021, 255, 1668, 382, 430, 900, 352, 317, 455, 1525, 591]",382
339,"[1623, 1161, 194, 1365, 1078, 31, 400, 336, 1376, 1265, 908, 1217, 1439, 656, 1500, 1106, 220, 1281, 1438, 738]",194
340,"[10, 922, 357, 1496, 1409, 808, 405, 1251, 33, 874, 1275, 1389, 1512, 1332, 729, 228, 546, 1058, 1511, 362]",405
341,"[1468, 1255, 643, 1015, 330, 444, 1031, 360, 726, 1555, 45, 1146, 508, 702, 1658, 132, 633, 612, 1583, 21]",330
342,"[168, 1337, 428, 1256, 155, 567, 526, 570, 610, 1006, 741, 1090, 1411, 314, 602, 1399, 121, 474, 1263, 918]",428
343,"[937, 374, 416, 158, 1171, 1534, 510, 1663, 768, 1554, 1553, 1644, 448, 533, 1259, 360, 900, 1423, 567, 190]",510
344,"[710, 35, 1231, 635, 436, 1354, 1014, 1318, 1109, 397, 1118, 1380, 1153, 852, 105, 520, 657, 1194, 1580, 419]",1014
345,"[1238, 741, 29, 862, 629, 119, 758, 522, 293, 340, 1180, 496, 1125, 790, 390, 449, 1220, 1439, 1326, 1566]",293
346,"[160, 393, 1526, 1036, 974, 1190, 761, 1217, 551, 1613, 680, 279, 771, 766, 421, 787, 1096, 1338, 309, 93]",1217
347,"[104, 1180, 1432, 484, 1339, 881, 1062, 1279, 857, 1613, 1442, 406, 224, 85, 1408, 30, 1004, 1470, 1390, 986]",85
348,"[1214, 1215, 68, 831, 485, 729, 26, 568, 1174, 359, 948, 906, 301, 36, 1475, 1069, 1678, 263, 465, 1312]",831
349,"[582, 1486, 70, 778, 524, 1163, 405, 125, 561, 1077, 294, 899, 914, 1291, 243, 616, 1283, 1151, 724, 1278]",125
350,"[551, 849, 743, 643, 1524, 148, 1106, 844, 98, 774, 1342, 1144, 6, 900, 73, 1070, 5, 786, 1388, 459]",98
351,"[421, 45, 1502, 414, 394, 647, 128, 1176, 1270, 1029, 283, 1327, 6, 1316, 236, 702, 1076, 919, 781, 1578]",1316
352,"[514, 989, 234, 33, 1131, 1297, 1081, 775, 927, 1230, 977, 448, 850, 645, 987, 1040, 1476, 591, 1119, 9]",234
353,"[945, 1579, 961, 519, 741, 285, 1453, 1074, 453, 825, 662, 1529, 1474, 1633, 621, 717, 93, 313, 557, 1214]",313
354,"[587, 1479, 737, 23, 934, 1542, 1081, 852, 1126, 1328, 1534, 1386, 1105, 341, 1343, 1588, 1371, 1402, 807, 351]",737
355,"[776, 160, 200, 170, 650, 667, 649, 17, 1032, 87, 833, 479, 1488, 279, 979, 1369, 1576, 868, 1084, 319]",319
356,"[111, 1094, 731, 685, 912, 1407, 380, 1347, 1484, 1278, 1195, 748, 754, 974, 1493, 75, 1474, 420, 364, 1156]",748
357,"[483, 520, 251, 216, 58, 518, 1488, 1550, 105, 481, 417, 1453, 12, 1491, 1133, 1394, 1108, 838, 1465, 1030]",105
358,"[472, 739, 480, 1314, 791, 957, 1016, 559, 1358, 1079, 1668, 1315, 1296, 1343, 568, 467, 227, 318, 785, 126]",318
359,"[1669, 1284, 630, 268, 1002, 1674, 627, 1584, 192, 740, 982, 94, 113, 1486, 136, 400, 265, 1559, 825, 1158]",268
360,"[1314, 468, 80, 1375, 1326, 1565, 1260, 1569, 1233, 1418, 262, 20, 1009, 438, 172, 863, 1658, 240, 1435, 1350]",172
361,"[507, 1391, 1034, 1619, 847, 1415, 724, 164, 269, 1285, 1268, 1450, 1652, 1593, 757, 930, 1322, 359, 904, 1493]",269
362,"[580, 1027, 753, 387, 453, 332, 155, 1452, 1654, 960, 365, 1030, 987, 706, 1104, 1672, 198, 724, 1338, 1131]",332
363,"[718, 999, 15, 1015, 1573, 107, 1034, 338, 859, 1513, 130, 1060, 539, 1680, 1605, 1340, 929, 1115, 1475, 706]",859
364,"[1617, 358, 242, 1014, 820, 313, 1205, 435, 807, 1048, 251, 190, 126, 1456, 1451, 996, 1422, 1129, 660, 370]",1048
365,"[305, 232, 788, 495, 1493, 1003, 1156, 982, 1626, 287, 562, 1569, 1131, 799, 611, 1485, 11, 1024, 1424, 514]",287
366,"[1180, 1043, 1569, 796, 1504, 511, 930, 242, 1209, 342, 824, 1383, 811, 399, 565, 685, 253, 637, 523, 1299]",637
367,"[776, 908, 1390, 452, 489, 597, 160, 1151, 785, 1663, 789, 401, 867, 3, 1430, 651, 210, 750, 1181, 1486]",452
368,"[118, 786, 1046, 1674, 763, 938, 560, 224, 528, 1144, 300, 680, 1461, 1428, 428, 1511, 127, 275, 1036, 15]",127
369,"[628, 124, 1625, 196, 349, 1516, 577, 502, 1048, 16, 582, 1373, 1550, 1376, 1052, 1197, 760, 1542, 1147, 128]",196
370,"[1670, 4, 276, 1112, 1158, 763, 1206, 279, 1181, 209, 1024, 1044, 1306, 486, 1042, 468, 351, 885, 455, 601]",209
371,"[182, 964, 326, 616, 392, 1548, 23, 908, 1432, 848, 626, 1395, 46, 77, 327, 1012, 1357, 482, 985, 226]",77
372,"[236, 641, 1273, 1132, 1101, 1643, 715, 158, 1409, 1219, 274, 1166, 1340, 411, 783, 76, 1120, 210, 1325, 505]",1273
373,"[1094, 1172, 937, 30, 608, 955, 935, 799, 1108, 1315, 672, 554, 1322, 380, 1559, 564, 834, 692, 254, 1578]",380
374,"[370, 586, 926, 44, 803, 900, 1410, 896, 1360, 1003, 1079, 1062, 1099, 958, 178, 288, 286, 529, 76, 142]",288
