item_id,metadata
377,"Title: Heavyweights (1994) | Genres: Children's|4, Comedy|5"
378,Title: Miracle on 34th Street (1994) | Genres: Drama|8
379,Title: Tales From the Crypt Presents: Demon Knight (1995) | Genres: Horror|11
380,"Title: Star Trek: Generations (1994) | Genres: Action|1, Adventure|2, Sci-Fi|15"
381,"Title: Muriel's Wedding (1994) | Genres: Comedy|5, Romance|14"
382,"Title: Adventures of Priscilla, Queen of the Desert, The (1994) | Genres: Comedy|5, Drama|8"
383,"Title: Flintstones, The (1994) | Genres: Children's|4, Comedy|5"
384,Title: Naked Gun 33 1/3: The Final Insult (1994) | Genres: Comedy|5
385,"Title: True Lies (1994) | Genres: Action|1, Adventure|2, Comedy|5, Romance|14"
386,Title: Addams Family Values (1993) | Genres: Comedy|5
387,"Title: Age of Innocence, The (1993) | Genres: Drama|8"
388,"Title: Beverly Hills Cop III (1994) | Genres: Action|1, Comedy|5"
389,"Title: Black Beauty (1994) | Genres: Adventure|2, Children's|4"
390,Title: Fear of a Black Hat (1993) | Genres: Comedy|5
391,"Title: Last Action Hero (1993) | Genres: Action|1, Comedy|5"
392,"Title: Man Without a Face, The (1993) | Genres: Drama|8"
393,Title: Mrs. Doubtfire (1993) | Genres: Comedy|5
394,"Title: Radioland Murders (1994) | Genres: Comedy|5, Mystery|13, Romance|14"
395,Title: Robin Hood: Men in Tights (1993) | Genres: Comedy|5
396,"Title: Serial Mom (1994) | Genres: Comedy|5, Crime|6, Horror|11"
397,Title: Striking Distance (1993) | Genres: Action|1
398,"Title: Super Mario Bros. (1993) | Genres: Action|1, Adventure|2, Children's|4, Sci-Fi|15"
399,"Title: Three Musketeers, The (1993) | Genres: Action|1, Adventure|2, Comedy|5"
400,"Title: Little Rascals, The (1994) | Genres: Children's|4, Comedy|5"
401,"Title: Brady Bunch Movie, The (1995) | Genres: Comedy|5"
402,"Title: Ghost (1990) | Genres: Comedy|5, Romance|14, Thriller|16"
403,"Title: Batman (1989) | Genres: Action|1, Adventure|2, Crime|6, Drama|8"
404,"Title: Pinocchio (1940) | Genres: Animation|3, Children's|4"
405,"Title: Mission: Impossible (1996) | Genres: Action|1, Adventure|2, Mystery|13"
406,"Title: Thinner (1996) | Genres: Horror|11, Thriller|16"
407,Title: Spy Hard (1996) | Genres: Comedy|5
408,"Title: Close Shave, A (1995) | Genres: Animation|3, Comedy|5, Thriller|16"
409,"Title: Jack (1996) | Genres: Comedy|5, Drama|8"
410,Title: Kingpin (1996) | Genres: Comedy|5
411,"Title: Nutty Professor, The (1996) | Genres: Comedy|5, Fantasy|9, Romance|14, Sci-Fi|15"
412,"Title: Very Brady Sequel, A (1996) | Genres: Comedy|5"
413,Title: Tales from the Crypt Presents: Bordello of Blood (1996) | Genres: Horror|11
414,Title: My Favorite Year (1982) | Genres: Comedy|5
415,"Title: Apple Dumpling Gang, The (1975) | Genres: Children's|4, Comedy|5, Western|18"
416,"Title: Old Yeller (1957) | Genres: Children's|4, Drama|8"
417,"Title: Parent Trap, The (1961) | Genres: Children's|4, Drama|8"
418,"Title: Cinderella (1950) | Genres: Animation|3, Children's|4, Musical|12"
419,"Title: Mary Poppins (1964) | Genres: Children's|4, Comedy|5, Musical|12"
420,"Title: Alice in Wonderland (1951) | Genres: Animation|3, Children's|4, Musical|12"
421,"Title: William Shakespeare's Romeo and Juliet (1996) | Genres: Drama|8, Romance|14"
422,"Title: Aladdin and the King of Thieves (1996) | Genres: Animation|3, Children's|4, Comedy|5"
423,"Title: E.T. the Extra-Terrestrial (1982) | Genres: Children's|4, Drama|8, Fantasy|9, Sci-Fi|15"
424,Title: Children of the Corn: The Gathering (1996) | Genres: Horror|11
425,Title: Bob Roberts (1992) | Genres: Comedy|5
426,"Title: Transformers: The Movie, The (1986) | Genres: Action|1, Animation|3, Children's|4, Sci-Fi|15, Thriller|16, War|17"
427,Title: To Kill a Mockingbird (1962) | Genres: Drama|8
428,Title: Harold and Maude (1971) | Genres: Comedy|5
429,"Title: Day the Earth Stood Still, The (1951) | Genres: Drama|8, Sci-Fi|15"
430,"Title: Duck Soup (1933) | Genres: Comedy|5, War|17"
431,"Title: Highlander (1986) | Genres: Action|1, Adventure|2"
432,"Title: Fantasia (1940) | Genres: Animation|3, Children's|4, Musical|12"
433,Title: Heathers (1989) | Genres: Comedy|5
434,Title: Forbidden Planet (1956) | Genres: Sci-Fi|15
435,"Title: Butch Cassidy and the Sundance Kid (1969) | Genres: Action|1, Comedy|5, Western|18"
436,"Title: American Werewolf in London, An (1981) | Genres: Horror|11"
437,Title: Amityville 1992: It's About Time (1992) | Genres: Horror|11
438,Title: Amityville 3-D (1983) | Genres: Horror|11
439,Title: Amityville: A New Generation (1993) | Genres: Horror|11
440,Title: Amityville II: The Possession (1982) | Genres: Horror|11
441,"Title: Amityville Horror, The (1979) | Genres: Horror|11"
442,"Title: Amityville Curse, The (1990) | Genres: Horror|11"
443,"Title: Birds, The (1963) | Genres: Horror|11"
444,"Title: Blob, The (1958) | Genres: Horror|11, Sci-Fi|15"
445,"Title: Body Snatcher, The (1945) | Genres: Horror|11"
446,Title: Burnt Offerings (1976) | Genres: Horror|11
447,Title: Carrie (1976) | Genres: Horror|11
448,"Title: Omen, The (1976) | Genres: Horror|11"
449,"Title: Star Trek: The Motion Picture (1979) | Genres: Action|1, Adventure|2, Sci-Fi|15"
450,"Title: Star Trek V: The Final Frontier (1989) | Genres: Action|1, Adventure|2, Sci-Fi|15"
451,"Title: Grease (1978) | Genres: Comedy|5, Musical|12, Romance|14"
452,"Title: Jaws 2 (1978) | Genres: Action|1, Horror|11"
453,"Title: Jaws 3-D (1983) | Genres: Action|1, Horror|11"
454,Title: Bastard Out of Carolina (1996) | Genres: Drama|8
455,Title: Jackie Chan's First Strike (1996) | Genres: Action|1
456,"Title: Beverly Hills Ninja (1997) | Genres: Action|1, Comedy|5"
457,"Title: Free Willy 3: The Rescue (1997) | Genres: Adventure|2, Children's|4, Drama|8"
458,Title: Nixon (1995) | Genres: Drama|8
459,"Title: Cry, the Beloved Country (1995) | Genres: Drama|8"
460,"Title: Crossing Guard, The (1995) | Genres: Drama|8"
461,Title: Smoke (1995) | Genres: Drama|8
462,"Title: Like Water For Chocolate (Como agua para chocolate) (1992) | Genres: Drama|8, Romance|14"
463,"Title: Secret of Roan Inish, The (1994) | Genres: Adventure|2"
464,Title: Vanya on 42nd Street (1994) | Genres: Drama|8
465,"Title: Jungle Book, The (1994) | Genres: Adventure|2, Children's|4, Romance|14"
466,Title: Red Rock West (1992) | Genres: Thriller|16
467,"Title: Bronx Tale, A (1993) | Genres: Drama|8"
468,Title: Rudy (1993) | Genres: Drama|8
469,Title: Short Cuts (1993) | Genres: Drama|8
470,Title: Tombstone (1993) | Genres: Western|18
471,"Title: Courage Under Fire (1996) | Genres: Drama|8, War|17"
472,"Title: Dragonheart (1996) | Genres: Action|1, Adventure|2, Fantasy|9"
473,"Title: James and the Giant Peach (1996) | Genres: Animation|3, Children's|4, Musical|12"
474,"Title: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963) | Genres: Sci-Fi|15, War|17"
475,Title: Trainspotting (1996) | Genres: Drama|8
476,"Title: First Wives Club, The (1996) | Genres: Comedy|5"
477,"Title: Matilda (1996) | Genres: Children's|4, Comedy|5"
478,"Title: Philadelphia Story, The (1940) | Genres: Comedy|5, Romance|14"
479,"Title: Vertigo (1958) | Genres: Mystery|13, Thriller|16"
480,"Title: North by Northwest (1959) | Genres: Comedy|5, Thriller|16"
481,"Title: Apartment, The (1960) | Genres: Comedy|5, Drama|8"
482,"Title: Some Like It Hot (1959) | Genres: Comedy|5, Crime|6"
483,"Title: Casablanca (1942) | Genres: Drama|8, Romance|14, War|17"
484,"Title: Maltese Falcon, The (1941) | Genres: Film-Noir|10, Mystery|13"
485,"Title: My Fair Lady (1964) | Genres: Musical|12, Romance|14"
486,"Title: Sabrina (1954) | Genres: Comedy|5, Romance|14"
487,"Title: Roman Holiday (1953) | Genres: Comedy|5, Romance|14"
488,Title: Sunset Blvd. (1950) | Genres: Film-Noir|10
489,"Title: Notorious (1946) | Genres: Film-Noir|10, Romance|14, Thriller|16"
490,"Title: To Catch a Thief (1955) | Genres: Comedy|5, Romance|14, Thriller|16"
491,"Title: Adventures of Robin Hood, The (1938) | Genres: Action|1, Adventure|2"
492,Title: East of Eden (1955) | Genres: Drama|8
493,"Title: Thin Man, The (1934) | Genres: Mystery|13"
494,Title: His Girl Friday (1940) | Genres: Comedy|5
495,"Title: Around the World in 80 Days (1956) | Genres: Adventure|2, Comedy|5"
496,Title: It's a Wonderful Life (1946) | Genres: Drama|8
497,Title: Bringing Up Baby (1938) | Genres: Comedy|5
498,"Title: African Queen, The (1951) | Genres: Action|1, Adventure|2, Romance|14, War|17"
499,Title: Cat on a Hot Tin Roof (1958) | Genres: Drama|8
500,"Title: Fly Away Home (1996) | Genres: Adventure|2, Children's|4"
501,"Title: Dumbo (1941) | Genres: Animation|3, Children's|4, Musical|12"
502,"Title: Bananas (1971) | Genres: Comedy|5, War|17"
503,"Title: Candidate, The (1972) | Genres: Drama|8"
504,"Title: Bonnie and Clyde (1967) | Genres: Crime|6, Drama|8"
505,"Title: Dial M for Murder (1954) | Genres: Mystery|13, Thriller|16"
506,Title: Rebel Without a Cause (1955) | Genres: Drama|8
507,"Title: Streetcar Named Desire, A (1951) | Genres: Drama|8"
508,"Title: People vs. Larry Flynt, The (1996) | Genres: Drama|8"
509,Title: My Left Foot (1989) | Genres: Drama|8
510,"Title: Magnificent Seven, The (1954) | Genres: Action|1, Drama|8, Western|18"
511,"Title: Lawrence of Arabia (1962) | Genres: Adventure|2, War|17"
512,"Title: Wings of Desire (1987) | Genres: Comedy|5, Drama|8, Romance|14"
513,"Title: Third Man, The (1949) | Genres: Mystery|13, Thriller|16"
514,"Title: Annie Hall (1977) | Genres: Comedy|5, Romance|14"
515,"Title: Boot, Das (1981) | Genres: Action|1, Drama|8, War|17"
516,Title: Local Hero (1983) | Genres: Comedy|5
517,"Title: Manhattan (1979) | Genres: Comedy|5, Drama|8, Romance|14"
518,Title: Miller's Crossing (1990) | Genres: Drama|8
519,"Title: Treasure of the Sierra Madre, The (1948) | Genres: Adventure|2"
520,"Title: Great Escape, The (1963) | Genres: Adventure|2, War|17"
521,"Title: Deer Hunter, The (1978) | Genres: Drama|8, War|17"
522,"Title: Down by Law (1986) | Genres: Comedy|5, Drama|8"
523,"Title: Cool Hand Luke (1967) | Genres: Comedy|5, Drama|8"
524,"Title: Great Dictator, The (1940) | Genres: Comedy|5"
525,"Title: Big Sleep, The (1946) | Genres: Film-Noir|10, Mystery|13"
526,"Title: Ben-Hur (1959) | Genres: Action|1, Adventure|2, Drama|8"
527,Title: Gandhi (1982) | Genres: Drama|8
528,"Title: Killing Fields, The (1984) | Genres: Drama|8, War|17"
529,Title: My Life as a Dog (Mitt liv som hund) (1985) | Genres: Drama|8
530,"Title: Man Who Would Be King, The (1975) | Genres: Adventure|2"
531,"Title: Shine (1996) | Genres: Drama|8, Romance|14"
532,Title: Kama Sutra: A Tale of Love (1996) | Genres: Romance|14
533,"Title: Daytrippers, The (1996) | Genres: Mystery|13"
534,Title: Traveller (1997) | Genres: Drama|8
535,"Title: Addicted to Love (1997) | Genres: Comedy|5, Romance|14"
536,Title: Ponette (1996) | Genres: Drama|8
537,Title: My Own Private Idaho (1991) | Genres: Drama|8
538,"Title: Anastasia (1997) | Genres: Animation|3, Children's|4, Musical|12"
539,"Title: Mouse Hunt (1997) | Genres: Children's|4, Comedy|5"
540,Title: Money Train (1995) | Genres: Action|1
541,"Title: Mortal Kombat (1995) | Genres: Action|1, Adventure|2"
542,"Title: Pocahontas (1995) | Genres: Animation|3, Children's|4, Musical|12, Romance|14"
543,"Title: Misérables, Les (1995) | Genres: Drama|8, Musical|12"
544,"Title: Things to Do in Denver when You're Dead (1995) | Genres: Crime|6, Drama|8, Romance|14"
545,"Title: Vampire in Brooklyn (1995) | Genres: Comedy|5, Romance|14"
546,"Title: Broken Arrow (1996) | Genres: Action|1, Thriller|16"
547,"Title: Young Poisoner's Handbook, The (1995) | Genres: Crime|6"
548,"Title: NeverEnding Story III, The (1994) | Genres: Children's|4, Fantasy|9"
549,"Title: Rob Roy (1995) | Genres: Drama|8, Romance|14, War|17"
550,"Title: Die Hard: With a Vengeance (1995) | Genres: Action|1, Thriller|16"
551,Title: Lord of Illusions (1995) | Genres: Horror|11
552,Title: Species (1995) | Genres: Sci-Fi|15
553,"Title: Walk in the Clouds, A (1995) | Genres: Drama|8, Romance|14"
554,"Title: Waterworld (1995) | Genres: Action|1, Adventure|2"
555,Title: White Man's Burden (1995) | Genres: Drama|8
556,Title: Wild Bill (1995) | Genres: Western|18
557,"Title: Farinelli: il castrato (1994) | Genres: Drama|8, Musical|12"
558,"Title: Heavenly Creatures (1994) | Genres: Drama|8, Fantasy|9, Thriller|16"
559,"Title: Interview with the Vampire (1994) | Genres: Drama|8, Horror|11"
560,"Title: Kid in King Arthur's Court, A (1995) | Genres: Adventure|2, Children's|4, Comedy|5, Fantasy|9, Romance|14, Sci-Fi|15"
561,"Title: Mary Shelley's Frankenstein (1994) | Genres: Drama|8, Horror|11"
562,"Title: Quick and the Dead, The (1995) | Genres: Action|1, Adventure|2, Western|18"
563,Title: Stephen King's The Langoliers (1995) | Genres: Horror|11
564,"Title: Tales from the Hood (1995) | Genres: Comedy|5, Horror|11"
565,"Title: Village of the Damned (1995) | Genres: Horror|11, Thriller|16"
566,"Title: Clear and Present Danger (1994) | Genres: Action|1, Adventure|2, Thriller|16"
567,Title: Wes Craven's New Nightmare (1994) | Genres: Horror|11
568,"Title: Speed (1994) | Genres: Action|1, Romance|14, Thriller|16"
569,"Title: Wolf (1994) | Genres: Drama|8, Horror|11"
570,Title: Wyatt Earp (1994) | Genres: Western|18
571,"Title: Another Stakeout (1993) | Genres: Comedy|5, Thriller|16"
572,"Title: Blown Away (1994) | Genres: Action|1, Thriller|16"
573,"Title: Body Snatchers (1993) | Genres: Horror|11, Sci-Fi|15, Thriller|16"
574,"Title: Boxing Helena (1993) | Genres: Mystery|13, Romance|14, Thriller|16"
575,"Title: City Slickers II: The Legend of Curly's Gold (1994) | Genres: Comedy|5, Western|18"
576,"Title: Cliffhanger (1993) | Genres: Action|1, Adventure|2, Crime|6"
577,"Title: Coneheads (1993) | Genres: Comedy|5, Sci-Fi|15"
578,"Title: Demolition Man (1993) | Genres: Action|1, Sci-Fi|15"
579,Title: Fatal Instinct (1993) | Genres: Comedy|5
580,"Title: Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995) | Genres: Comedy|5, Romance|14"
581,"Title: Kalifornia (1993) | Genres: Drama|8, Thriller|16"
582,"Title: Piano, The (1993) | Genres: Drama|8, Romance|14"
583,"Title: Romeo Is Bleeding (1993) | Genres: Crime|6, Thriller|16"
584,"Title: Secret Garden, The (1993) | Genres: Children's|4, Drama|8"
585,Title: Son in Law (1993) | Genres: Comedy|5
586,Title: Terminal Velocity (1994) | Genres: Action|1
587,"Title: Hour of the Pig, The (1993) | Genres: Drama|8, Mystery|13"
588,"Title: Beauty and the Beast (1991) | Genres: Animation|3, Children's|4, Musical|12"
589,"Title: Wild Bunch, The (1969) | Genres: Western|18"
590,"Title: Hellraiser: Bloodline (1996) | Genres: Action|1, Horror|11, Sci-Fi|15"
591,"Title: Primal Fear (1996) | Genres: Drama|8, Thriller|16"
592,"Title: True Crime (1995) | Genres: Mystery|13, Thriller|16"
593,Title: Stalingrad (1993) | Genres: War|17
594,"Title: Heavy (1995) | Genres: Drama|8, Romance|14"
595,"Title: Fan, The (1996) | Genres: Thriller|16"
596,"Title: Hunchback of Notre Dame, The (1996) | Genres: Animation|3, Children's|4, Musical|12"
597,"Title: Eraser (1996) | Genres: Action|1, Thriller|16"
598,"Title: Big Squeeze, The (1996) | Genres: Comedy|5, Drama|8"
599,Title: Police Story 4: Project S (Chao ji ji hua) (1993) | Genres: Action|1
600,Title: Daniel Defoe's Robinson Crusoe (1996) | Genres: Children's|4
601,"Title: For Whom the Bell Tolls (1943) | Genres: Adventure|2, War|17"
602,"Title: American in Paris, An (1951) | Genres: Musical|12, Romance|14"
603,"Title: Rear Window (1954) | Genres: Mystery|13, Thriller|16"
604,Title: It Happened One Night (1934) | Genres: Comedy|5
605,Title: Meet Me in St. Louis (1944) | Genres: Musical|12
606,Title: All About Eve (1950) | Genres: Drama|8
607,"Title: Rebecca (1940) | Genres: Romance|14, Thriller|16"
608,"Title: Spellbound (1945) | Genres: Mystery|13, Romance|14, Thriller|16"
609,Title: Father of the Bride (1950) | Genres: Comedy|5
610,Title: Gigi (1958) | Genres: Musical|12
611,"Title: Laura (1944) | Genres: Crime|6, Film-Noir|10, Mystery|13"
612,Title: Lost Horizon (1937) | Genres: Drama|8
613,Title: My Man Godfrey (1936) | Genres: Comedy|5
614,Title: Giant (1956) | Genres: Drama|8
615,"Title: 39 Steps, The (1935) | Genres: Thriller|16"
616,"Title: Night of the Living Dead (1968) | Genres: Horror|11, Sci-Fi|15"
617,"Title: Blue Angel, The (Blaue Engel, Der) (1930) | Genres: Drama|8"
618,Title: Picnic (1955) | Genres: Drama|8
619,"Title: Extreme Measures (1996) | Genres: Drama|8, Thriller|16"
620,"Title: Chamber, The (1996) | Genres: Drama|8"
621,"Title: Davy Crockett, King of the Wild Frontier (1955) | Genres: Western|18"
622,"Title: Swiss Family Robinson (1960) | Genres: Adventure|2, Children's|4"
623,"Title: Angels in the Outfield (1994) | Genres: Children's|4, Comedy|5"
624,"Title: Three Caballeros, The (1945) | Genres: Animation|3, Children's|4, Musical|12"
625,"Title: Sword in the Stone, The (1963) | Genres: Animation|3, Children's|4"
626,"Title: So Dear to My Heart (1949) | Genres: Children's|4, Drama|8"
627,Title: Robin Hood: Prince of Thieves (1991) | Genres: Drama|8
628,"Title: Sleepers (1996) | Genres: Crime|6, Drama|8"
629,"Title: Victor/Victoria (1982) | Genres: Comedy|5, Musical|12"
630,"Title: Great Race, The (1965) | Genres: Comedy|5, Musical|12"
631,"Title: Crying Game, The (1992) | Genres: Action|1, Drama|8, Romance|14, War|17"
632,Title: Sophie's Choice (1982) | Genres: Drama|8
633,"Title: Christmas Carol, A (1938) | Genres: Drama|8"
634,Title: Microcosmos: Le peuple de l'herbe (1996) | Genres: Documentary|7
635,"Title: Fog, The (1980) | Genres: Horror|11"
636,"Title: Escape from New York (1981) | Genres: Action|1, Adventure|2, Sci-Fi|15, Thriller|16"
637,"Title: Howling, The (1981) | Genres: Comedy|5, Horror|11"
638,"Title: Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982) | Genres: Drama|8"
639,"Title: Tin Drum, The (Blechtrommel, Die) (1979) | Genres: Drama|8"
640,"Title: Cook the Thief His Wife & Her Lover, The (1989) | Genres: Drama|8"
641,"Title: Paths of Glory (1957) | Genres: Drama|8, War|17"
642,"Title: Grifters, The (1990) | Genres: Crime|6, Drama|8, Film-Noir|10"
643,"Title: The Innocent (1994) | Genres: Drama|8, Romance|14"
644,"Title: Thin Blue Line, The (1988) | Genres: Documentary|7"
645,Title: Paris Is Burning (1990) | Genres: Documentary|7
646,Title: Once Upon a Time in the West (1969) | Genres: Western|18
647,"Title: Ran (1985) | Genres: Drama|8, War|17"
648,"Title: Quiet Man, The (1952) | Genres: Comedy|5, Romance|14"
649,"Title: Once Upon a Time in America (1984) | Genres: Crime|6, Drama|8, Thriller|16"
650,"Title: Seventh Seal, The (Sjunde inseglet, Det) (1957) | Genres: Drama|8"
651,"Title: Glory (1989) | Genres: Action|1, Drama|8, War|17"
652,"Title: Rosencrantz and Guildenstern Are Dead (1990) | Genres: Comedy|5, Drama|8"
653,"Title: Touch of Evil (1958) | Genres: Crime|6, Film-Noir|10, Thriller|16"
654,"Title: Chinatown (1974) | Genres: Film-Noir|10, Mystery|13, Thriller|16"
655,"Title: Stand by Me (1986) | Genres: Adventure|2, Comedy|5, Drama|8"
656,"Title: M (1931) | Genres: Crime|6, Film-Noir|10, Thriller|16"
657,"Title: Manchurian Candidate, The (1962) | Genres: Film-Noir|10, Thriller|16"
658,Title: Pump Up the Volume (1990) | Genres: Drama|8
659,"Title: Arsenic and Old Lace (1944) | Genres: Comedy|5, Mystery|13, Thriller|16"
660,Title: Fried Green Tomatoes (1991) | Genres: Drama|8
661,Title: High Noon (1952) | Genres: Western|18
662,"Title: Somewhere in Time (1980) | Genres: Drama|8, Romance|14"
663,Title: Being There (1979) | Genres: Comedy|5
664,"Title: Paris, Texas (1984) | Genres: Drama|8"
665,"Title: Alien 3 (1992) | Genres: Action|1, Horror|11, Sci-Fi|15, Thriller|16"
666,Title: Blood For Dracula (Andy Warhol's Dracula) (1974) | Genres: Horror|11
667,Title: Audrey Rose (1977) | Genres: Horror|11
668,"Title: Blood Beach (1981) | Genres: Action|1, Horror|11"
669,Title: Body Parts (1991) | Genres: Horror|11
670,"Title: Body Snatchers (1993) | Genres: Horror|11, Sci-Fi|15, Thriller|16"
671,Title: Bride of Frankenstein (1935) | Genres: Horror|11
672,Title: Candyman (1992) | Genres: Horror|11
673,"Title: Cape Fear (1962) | Genres: Film-Noir|10, Thriller|16"
674,Title: Cat People (1982) | Genres: Horror|11
675,"Title: Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922) | Genres: Horror|11"
676,"Title: Crucible, The (1996) | Genres: Drama|8"
677,Title: Fire on the Mountain (1996) | Genres: Documentary|7
678,"Title: Volcano (1997) | Genres: Drama|8, Thriller|16"
679,"Title: Conan the Barbarian (1981) | Genres: Action|1, Adventure|2"
680,"Title: Kull the Conqueror (1997) | Genres: Action|1, Adventure|2"
681,Title: Wishmaster (1997) | Genres: Horror|11
682,"Title: I Know What You Did Last Summer (1997) | Genres: Horror|11, Mystery|13, Thriller|16"
683,Title: Rocket Man (1997) | Genres: Comedy|5
684,"Title: In the Line of Fire (1993) | Genres: Action|1, Thriller|16"
685,"Title: Executive Decision (1996) | Genres: Action|1, Thriller|16"
686,"Title: Perfect World, A (1993) | Genres: Action|1, Drama|8"
687,"Title: McHale's Navy (1997) | Genres: Comedy|5, War|17"
688,Title: Leave It to Beaver (1997) | Genres: Comedy|5
689,"Title: Jackal, The (1997) | Genres: Action|1, Thriller|16"
690,"Title: Seven Years in Tibet (1997) | Genres: Drama|8, War|17"
691,"Title: Dark City (1998) | Genres: Film-Noir|10, Sci-Fi|15, Thriller|16"
692,"Title: American President, The (1995) | Genres: Comedy|5, Drama|8, Romance|14"
693,Title: Casino (1995) | Genres: Drama|8
694,Title: Persuasion (1995) | Genres: Romance|14
695,"Title: Kicking and Screaming (1995) | Genres: Comedy|5, Drama|8"
696,"Title: City Hall (1996) | Genres: Drama|8, Thriller|16"
697,"Title: Basketball Diaries, The (1995) | Genres: Drama|8"
698,"Title: Browning Version, The (1994) | Genres: Drama|8"
699,Title: Little Women (1994) | Genres: Drama|8
700,Title: Miami Rhapsody (1995) | Genres: Comedy|5
701,"Title: Wonderful, Horrible Life of Leni Riefenstahl, The (1993) | Genres: Documentary|7"
702,"Title: Barcelona (1994) | Genres: Comedy|5, Romance|14"
703,Title: Widows' Peak (1994) | Genres: Drama|8
704,"Title: House of the Spirits, The (1993) | Genres: Drama|8, Romance|14"
705,"Title: Singin' in the Rain (1952) | Genres: Musical|12, Romance|14"
706,Title: Bad Moon (1996) | Genres: Horror|11
707,Title: Enchanted April (1991) | Genres: Drama|8
708,"Title: Sex, Lies, and Videotape (1989) | Genres: Drama|8"
709,"Title: Strictly Ballroom (1992) | Genres: Comedy|5, Romance|14"
710,Title: Better Off Dead... (1985) | Genres: Comedy|5
711,"Title: Substance of Fire, The (1996) | Genres: Drama|8"
712,"Title: Tin Men (1987) | Genres: Comedy|5, Drama|8"
713,Title: Othello (1995) | Genres: Drama|8
714,"Title: Carrington (1995) | Genres: Drama|8, Romance|14"
715,"Title: To Die For (1995) | Genres: Comedy|5, Drama|8"
716,"Title: Home for the Holidays (1995) | Genres: Drama|8, Romance|14"
717,"Title: Juror, The (1996) | Genres: Drama|8, Thriller|16"
718,Title: In the Bleak Midwinter (1995) | Genres: Comedy|5
719,"Title: Canadian Bacon (1994) | Genres: Comedy|5, War|17"
720,"Title: First Knight (1995) | Genres: Action|1, Adventure|2, Drama|8, Romance|14"
721,Title: Mallrats (1995) | Genres: Comedy|5
722,Title: Nine Months (1995) | Genres: Comedy|5
723,"Title: Boys on the Side (1995) | Genres: Comedy|5, Drama|8"
724,"Title: Circle of Friends (1995) | Genres: Drama|8, Romance|14"
725,Title: Exit to Eden (1994) | Genres: Comedy|5
726,"Title: Fluke (1995) | Genres: Children's|4, Drama|8"
727,"Title: Immortal Beloved (1994) | Genres: Drama|8, Romance|14"
728,"Title: Junior (1994) | Genres: Comedy|5, Sci-Fi|15"
729,Title: Nell (1994) | Genres: Drama|8
730,"Title: Queen Margot (Reine Margot, La) (1994) | Genres: Drama|8, Romance|14"
731,"Title: Corrina, Corrina (1994) | Genres: Comedy|5, Drama|8, Romance|14"
732,"Title: Dave (1993) | Genres: Comedy|5, Romance|14"
733,"Title: Go Fish (1994) | Genres: Drama|8, Romance|14"
734,Title: Made in America (1993) | Genres: Comedy|5
735,Title: Philadelphia (1993) | Genres: Drama|8
736,"Title: Shadowlands (1993) | Genres: Drama|8, Romance|14"
737,"Title: Sirens (1994) | Genres: Comedy|5, Drama|8"
738,"Title: Threesome (1994) | Genres: Comedy|5, Romance|14"
739,"Title: Pretty Woman (1990) | Genres: Comedy|5, Romance|14"
740,"Title: Jane Eyre (1996) | Genres: Drama|8, Romance|14"
741,"Title: Last Supper, The (1995) | Genres: Drama|8, Thriller|16"
742,"Title: Ransom (1996) | Genres: Drama|8, Thriller|16"
743,"Title: Crow: City of Angels, The (1996) | Genres: Action|1, Thriller|16"
744,"Title: Michael Collins (1996) | Genres: Drama|8, War|17"
745,"Title: Ruling Class, The (1972) | Genres: Comedy|5"
746,Title: Real Genius (1985) | Genres: Comedy|5
747,"Title: Benny & Joon (1993) | Genres: Comedy|5, Romance|14"
748,"Title: Saint, The (1997) | Genres: Action|1, Romance|14, Thriller|16"
749,"Title: MatchMaker, The (1997) | Genres: Comedy|5, Romance|14"
750,Title: Amistad (1997) | Genres: Drama|8
751,"Title: Tomorrow Never Dies (1997) | Genres: Action|1, Romance|14, Thriller|16"
752,"Title: Replacement Killers, The (1998) | Genres: Action|1, Thriller|16"
753,Title: Burnt By the Sun (1994) | Genres: Drama|8
754,"Title: Red Corner (1997) | Genres: Crime|6, Thriller|16"
755,"Title: Jumanji (1995) | Genres: Action|1, Adventure|2, Children's|4, Fantasy|9, Sci-Fi|15"
756,Title: Father of the Bride Part II (1995) | Genres: Comedy|5
757,Title: Across the Sea of Time (1995) | Genres: Documentary|7
758,"Title: Lawnmower Man 2: Beyond Cyberspace (1996) | Genres: Sci-Fi|15, Thriller|16"
759,Title: Fair Game (1995) | Genres: Action|1
760,Title: Screamers (1995) | Genres: Sci-Fi|15
761,"Title: Nick of Time (1995) | Genres: Action|1, Thriller|16"
762,Title: Beautiful Girls (1996) | Genres: Drama|8
763,Title: Happy Gilmore (1996) | Genres: Comedy|5
764,"Title: If Lucy Fell (1996) | Genres: Comedy|5, Romance|14"
765,"Title: Boomerang (1992) | Genres: Comedy|5, Romance|14"
766,Title: Man of the Year (1995) | Genres: Documentary|7
767,"Title: Addiction, The (1995) | Genres: Horror|11"
768,"Title: Casper (1995) | Genres: Adventure|2, Children's|4"
769,"Title: Congo (1995) | Genres: Action|1, Adventure|2, Mystery|13, Sci-Fi|15"
770,"Title: Devil in a Blue Dress (1995) | Genres: Crime|6, Film-Noir|10, Mystery|13, Thriller|16"
