user_id,candidate,ground_truth
269,1017 309 243 1515 372 1252 1343 223 1487 614 446 1097 1242 272 1450 542 1034 594 1181 809,1017
270,860 1606 1189 1548 870 938 1413 1625 1142 614 733 956 1260 1116 1146 1542 474 385 352 1051,860
271,248 1447 331 751 287 901 310 1449 422 608 477 3 829 288 260 1438 1204 1316 558 1285,248
272,193 112 600 1188 767 901 1510 1556 928 476 66 252 744 151 718 308 108 542 1482 1157,193
273,316 1201 1501 1496 606 458 200 343 452 988 1283 47 1327 1449 1648 109 560 958 389 528,316
274,88 219 1049 570 953 1389 1657 1299 259 1497 195 1530 361 1556 1604 1413 847 265 1651 1116,88
275,423 109 823 557 1202 819 1454 1669 914 1034 1030 1493 1502 864 1674 1227 1294 434 218 114,423
276,915 741 604 1509 906 1349 861 46 384 1631 1554 876 1488 1102 599 18 166 811 45 562,915
277,302 1458 1227 927 1320 880 1159 791 1335 76 13 1508 326 1046 1460 705 985 423 1670 231,302
278,173 1251 1161 1483 1028 927 1380 1331 157 993 939 1245 208 835 42 589 1404 48 828 924,173
279,269 415 1236 975 1307 161 663 104 698 1241 1090 495 1471 1366 127 447 160 26 275 1258,269
280,385 615 608 583 16 1604 1056 452 511 1150 1090 785 1571 1222 1218 692 1477 1594 1236 1190,385
281,322 438 1316 79 681 1283 1449 1462 573 1556 1085 1222 722 435 219 357 754 274 609 981,322
282,343 628 1340 207 1365 1269 1522 67 1592 1182 1661 736 1339 372 541 749 470 1386 181 1205,343
283,433 660 133 1043 1375 299 1509 207 911 1662 102 532 648 1298 235 735 1226 1569 727 569,433
284,315 535 1611 1568 632 929 696 580 477 1595 1295 607 244 1235 620 364 684 1168 869 628,315
285,205 1221 1097 535 1397 1491 1257 338 412 1472 568 985 553 1414 32 220 472 798 1124 1052,205
286,1060 53 1185 1295 1485 1058 1146 1392 241 1570 917 1500 947 1600 731 713 771 368 1536 1003,1060
287,291 560 574 724 1587 1012 1129 1401 639 642 205 353 1586 492 447 1400 622 1598 1275 1583,291
288,435 128 1284 1433 1407 440 243 866 171 139 591 1641 148 721 622 1597 1486 207 634 1099,435
289,455 394 1398 939 1108 486 325 1001 61 143 334 91 1323 173 1181 538 309 1319 515 80,455
290,120 829 1182 696 58 467 520 1058 1393 1623 1050 1213 252 752 454 309 72 688 229 1437,120
291,496 489 1026 1488 1638 1204 1274 575 1216 1433 1185 1165 726 113 1051 795 271 540 792 1548,496
292,2 41 1227 434 1271 972 1608 1137 1354 310 1333 53 1490 519 532 284 865 1386 1673 1363,2
293,416 361 959 1253 409 624 1106 1325 1386 444 362 648 1220 38 43 63 983 1385 230 1469,416
294,902 502 1121 887 837 680 143 1520 165 571 40 1223 489 1210 227 1425 1678 223 1392 1481,902
295,461 261 360 1621 1097 1523 1021 1252 658 1254 1379 1543 1395 523 183 179 1363 695 1235 677,461
296,209 457 1450 1355 827 1387 403 78 1196 899 1084 1247 1642 1567 13 1561 583 1044 810 1581,209
297,752 441 801 764 1093 1295 355 416 1622 629 1342 1128 469 1081 1575 661 443 536 604 1272,752
298,820 634 1603 1272 1165 924 513 730 906 1519 821 928 492 1420 937 1029 188 1463 1521 817,820
299,915 1198 568 1138 1099 676 1385 239 234 801 1100 1217 449 1441 467 733 1018 954 1328 848,915
300,1012 475 245 1004 976 1490 193 20 467 772 614 1166 252 1215 91 539 351 328 1152 757,1012
301,719 1302 1043 567 704 983 718 1408 255 1325 1102 302 1663 167 317 221 642 1460 1215 622,719
302,271 204 18 353 765 1321 1387 739 485 98 1544 580 825 556 272 317 1126 722 274 593,271
303,249 1443 1576 1143 1156 883 338 1386 125 1593 398 1377 1152 1120 1378 1481 1216 625 1501 136,249
304,274 1327 869 31 135 1179 416 723 127 1165 766 913 746 812 776 1313 331 894 1018 1431,274
305,778 1349 874 632 943 1659 403 1107 509 1612 1412 306 1232 1064 412 689 417 368 825 1471,778
306,1514 181 155 1641 1344 616 1389 87 1120 500 1293 1115 1628 542 1440 869 1103 1322 1187 199,1514
307,313 368 1318 1017 1037 479 1568 110 1134 1412 1600 701 1015 425 667 1164 1325 126 1341 625,313
308,122 190 65 1102 406 838 245 503 990 1252 1511 1238 957 790 1003 1020 1313 400 951 167,122
309,319 1196 1577 1431 166 1502 1266 1140 727 833 712 2 660 1053 1188 1509 466 509 1449 947,319
310,257 773 1445 1472 1446 817 352 1588 17 1009 200 1232 357 250 1226 171 897 1551 992 248,257
311,9 1059 661 113 1153 998 613 481 1310 893 1167 666 680 353 263 1076 1673 713 257 838,9
312,835 843 1163 869 15 1341 801 1411 1087 383 103 788 426 1134 1403 969 1098 1187 632 916,835
313,1210 1245 835 447 1156 1517 522 1665 990 1369 994 656 1257 1180 1332 1221 1436 493 1181 460,1210
314,1145 633 139 490 187 681 1146 287 1487 1423 1501 495 1308 266 1089 424 1205 634 1456 1357,1145
315,305 1416 862 908 735 636 834 877 710 1648 1582 1454 1607 1522 1620 954 566 379 1653 86,305
316,582 577 1173 1054 802 1038 605 401 1360 32 1164 1026 896 880 1490 1597 332 149 1529 570,582
317,260 140 1616 1475 9 327 236 98 231 1366 497 962 655 692 1666 988 810 1205 1590 555,260
318,158 786 2 731 1564 650 931 311 549 711 1347 1613 1637 188 1119 222 532 1344 1134 327,158
319,880 1005 729 628 1317 365 155 473 1241 1462 483 1058 1455 597 1181 1482 182 972 1311 1107,880
320,250 1008 1162 1522 1294 993 1325 1050 538 914 390 1109 478 1637 1017 133 57 687 1286 242,250
321,428 279 589 1072 253 1045 866 116 283 179 6 1584 1119 623 310 408 1473 534 1635 110,428
322,528 1018 30 289 262 983 200 86 663 612 586 930 117 203 1571 1108 380 485 1588 428,528
323,64 1576 52 1002 1119 877 1074 197 969 1569 377 1151 106 1613 725 1562 578 866 392 596,64
324,846 1217 79 52 545 1174 1482 486 376 1679 78 1446 1137 992 1433 157 1600 887 1505 1170,846
325,386 42 680 236 1475 68 1091 776 1391 290 96 583 807 399 790 376 1472 277 725 1410,386
326,445 1586 693 1623 893 1585 374 998 512 720 1337 452 1126 331 1449 1533 414 1143 1146 284,445
327,435 1549 1585 1086 1477 186 653 863 1587 299 331 1096 1473 449 1372 1077 1441 1056 1394 254,435
328,1483 798 1477 1022 1267 1044 1279 859 974 179 1517 555 911 450 912 475 1090 937 335 1364,1483
329,651 910 760 240 702 1516 473 72 1468 1670 294 500 991 949 476 468 1303 395 1588 1433,651
330,215 1664 150 358 567 182 362 1607 1498 906 863 1002 149 1597 454 361 372 1310 1248 767,215
331,268 1312 156 335 119 1503 1560 1017 434 969 1531 1230 249 806 102 260 1377 794 190 906,268
332,728 495 1066 1313 1314 1613 1467 687 705 1569 912 900 1035 402 818 696 1211 1328 1048 629,728
333,100 1187 47 302 1298 166 813 787 1514 1374 645 343 1029 1124 306 643 426 974 1618 825,100
334,1525 1138 1055 1540 951 1646 1037 520 102 1542 1162 60 1346 1115 1033 90 383 453 1626 1018,1525
335,322 209 391 993 1503 807 599 1460 1344 444 59 1469 84 944 515 1394 1013 1292 324 1252,322
336,121 777 793 1106 1404 183 813 494 1594 491 562 1075 1031 982 1159 1558 417 623 969 1260,121
337,631 1445 1358 1431 186 1631 180 1057 238 922 774 1356 787 548 1309 1272 1662 1135 865 1205,631
338,382 1369 268 618 1085 759 1062 1105 583 1607 1300 695 1017 25 283 872 1009 349 1655 1137,382
339,194 725 598 255 1283 1042 529 254 418 1476 1355 1275 321 1232 970 672 1643 1186 1129 1369,194
340,405 820 1614 268 1083 538 432 919 1004 904 1580 75 1184 1362 1408 241 1146 965 347 421,405
341,330 24 629 306 1069 382 1491 145 1631 391 1051 250 1260 1450 1324 793 1017 1302 239 1165,330
342,428 521 1137 69 1255 450 280 1410 437 68 1054 999 1310 118 1297 343 81 1006 63 34,428
343,510 913 1434 534 1336 1626 1430 1662 1584 89 664 1598 1029 374 239 1480 1362 351 844 437,510
344,1014 1141 88 1660 307 1645 1649 1222 346 1640 1016 1341 805 717 832 484 1275 1528 539 1374,1014
345,293 365 1419 934 1555 1096 554 1608 392 633 1329 280 721 559 1 836 870 1521 409 1295,293
346,1217 252 1438 1401 713 1503 649 1318 266 35 1158 890 205 867 1576 590 633 1680 915 1607,1217
347,85 422 1556 162 1309 1612 1176 1548 1664 1086 949 151 1333 1164 1109 1425 1608 1542 1555 1244,85
348,831 593 1073 247 929 1350 1012 11 1289 1241 885 1053 1403 570 562 512 1302 672 477 1199,831
349,125 498 1337 870 376 1259 515 560 1332 550 1455 359 1211 205 1667 56 620 242 455 379,125
350,98 1206 27 1204 490 1483 1444 4 306 1502 7 618 1374 10 848 510 1429 332 1413 1086,98
351,1316 523 1506 384 151 1493 1605 1130 1332 743 1630 1568 1166 503 577 1401 4 1559 122 252,1316
352,234 337 1554 855 599 147 1045 1182 1149 995 484 320 764 1598 355 278 1542 955 279 42,234
353,313 785 443 597 888 779 427 60 696 1650 653 11 255 355 571 672 802 1407 706 650,313
354,737 1107 1385 675 110 1616 1003 219 618 1013 1244 469 1117 612 723 374 649 1453 1296 71,737
355,319 1361 742 1454 958 1649 434 825 862 1356 474 644 933 1537 1185 218 1323 395 1463 238,319
356,748 1075 516 1400 913 1619 1614 317 1030 849 63 1552 627 1083 1661 1423 1142 723 801 243,748
357,105 1364 1668 67 558 362 372 581 1430 1240 658 676 576 1597 1586 549 588 33 1170 548,105
358,318 1082 373 1654 1135 976 1292 77 263 430 1556 1028 1433 672 741 1470 443 1495 568 22,318
359,268 213 179 719 811 242 35 16 462 352 1554 1186 1111 1326 844 553 743 221 960 544,268
360,172 247 519 1334 703 1613 1596 480 537 473 1495 1154 407 1075 921 613 1586 1341 230 846,172
361,269 1313 278 130 1296 1212 1424 302 1468 1099 320 1560 220 329 617 508 1 591 362 1036,269
362,332 1664 289 56 1607 1506 955 1495 1581 529 602 432 1647 113 690 589 1629 933 1464 1337,332
363,859 1024 229 971 1489 666 22 764 301 1620 1256 1450 283 784 1392 1642 753 1136 1202 1187,859
364,1048 98 1369 1318 223 743 1178 1120 1568 66 1244 1556 1602 796 676 447 885 1229 958 600,1048
365,287 1335 1390 1612 1284 1000 833 770 267 716 250 192 567 1614 1647 794 1359 306 1610 70,287
366,637 133 992 304 620 1646 134 731 894 1673 372 277 741 1511 1015 826 1410 961 1460 278,637
367,452 833 335 645 823 158 970 630 470 946 555 1301 1511 547 494 1515 1507 149 1045 145,452
368,127 489 373 418 159 685 784 650 404 1226 720 246 801 657 24 393 510 815 793 1289,127
369,196 1370 1427 1474 619 719 1274 600 582 664 908 1390 469 28 626 1236 768 573 463 1554,196
370,209 219 298 1025 246 1462 574 1630 1366 819 811 201 1164 497 787 19 481 1392 1480 217,209
371,77 1419 1434 347 936 1122 1546 509 1225 512 1026 967 930 179 1272 891 114 303 1514 560,77
372,1273 1399 573 608 493 992 1148 870 1498 72 1211 184 1504 1417 671 867 1508 1162 886 1064,1273
373,380 797 311 1537 1243 175 972 510 1271 1363 1356 800 353 1046 1035 803 1272 1216 477 1431,380
374,288 1324 1363 370 1287 753 417 1417 809 908 739 849 592 1398 1401 1160 137 21 674 664,288
375,1217 587 271 1504 597 1574 1085 418 1432 611 226 26 254 1612 95 1066 284 150 540 933,1217
376,762 1368 404 338 1337 982 162 367 1677 1600 190 880 281 1637 373 789 471 1468 723 724,762
377,234 609 58 554 2 261 451 15 1071 1393 978 126 118 1201 1654 306 1171 933 18 1165,234
378,703 992 584 1441 1102 1202 1593 1240 744 441 1307 854 877 1382 712 1056 805 1230 34 365,703
379,188 6 1143 784 1022 984 301 904 1506 837 812 1638 1145 743 1089 1277 1130 1085 1577 873,188
380,443 1385 240 510 371 922 1414 1089 44 1141 1375 274 364 363 1313 220 1156 985 1675 1282,443
381,294 1019 855 846 267 677 678 771 738 251 399 754 569 861 506 1457 1203 1123 1535 1170,294
382,334 569 1165 955 1553 1446 1549 653 69 1046 721 208 802 305 659 1558 582 131 1125 1547,334
383,528 1651 1435 367 1116 1070 858 786 262 884 1463 347 1607 1210 545 770 439 1002 1660 1117,528
384,289 815 1496 1429 1120 279 587 1341 248 368 1275 529 196 1462 138 980 1623 425 55 568,289
385,487 858 593 74 935 413 1555 507 426 1310 852 1102 1580 1284 953 822 281 1448 366 1176,487
386,825 1286 1520 1063 781 882 276 836 112 635 1310 689 523 528 1322 725 211 524 590 431,825
387,201 790 896 654 465 1542 709 1566 1591 1525 1213 599 665 493 1384 1446 743 1611 1452 1378,201
388,323 644 376 221 395 703 663 1288 228 1248 606 492 839 1035 137 1395 1605 909 1614 1172,323
389,347 1192 119 83 539 1538 1660 641 556 1607 1658 228 1680 1592 311 1210 1248 45 399 1028,347
390,283 589 1322 1266 329 191 1380 566 704 1114 1116 1161 648 576 1370 1404 1196 1618 1674 55,283
391,696 569 1370 1447 967 164 14 1237 1052 1123 817 900 432 1303 1353 424 1363 1549 1250 675,696
392,173 784 1592 124 627 192 637 948 375 264 70 368 558 1078 38 332 275 471 1600 1084,173
393,302 553 58 567 1089 387 637 809 271 1260 25 1332 636 61 1105 138 309 277 753 1116,302
394,313 1182 254 1521 908 221 1535 1435 846 213 558 1047 1243 242 434 820 1537 467 360 953,313
395,315 832 1547 1085 7 901 693 1076 1654 283 185 1094 1438 132 173 509 1394 381 501 1020,315
396,841 495 1291 567 142 1610 310 67 953 635 511 97 1584 518 645 318 562 1472 1406 115,841
397,346 530 200 1234 791 956 916 1024 1682 651 1428 632 1005 1665 792 802 1166 1349 1609 508,346
398,684 1356 883 372 1211 362 1259 367 1225 1540 748 285 776 1403 164 260 1227 142 499 1125,684
399,817 343 599 1424 613 178 1660 1678 1154 752 335 29 508 1103 280 739 1501 1120 379 261,817
400,323 76 1638 65 1326 862 88 1522 556 1584 806 1093 1323 402 639 732 1112 47 521 901,323
401,566 195 599 94 543 1640 77 293 1290 1066 127 1179 1380 785 42 1563 1317 1108 183 1537,566
402,95 1398 1513 331 448 472 1094 1376 180 1047 281 265 1625 505 800 1175 1509 767 297 390,95
403,476 1500 1119 846 899 466 671 543 1557 176 82 1480 928 1405 1433 1399 694 655 468 428,476
404,22 588 709 875 1365 1428 1413 1118 738 358 600 908 1123 288 1342 817 187 354 915 1614,22
405,794 938 75 1668 1500 564 206 327 919 908 760 1612 1371 1387 1569 1599 933 823 228 9,794
406,491 1394 1400 468 102 757 245 790 767 1207 1520 1222 336 1048 271 1489 886 1453 1457 1028,491
407,7 950 1158 1009 1592 1375 873 112 1470 1063 350 1273 549 332 167 138 1662 497 658 108,7
408,748 290 489 286 1391 920 88 513 35 652 1276 1477 1367 1009 1191 154 893 1199 196 1065,748
409,1099 1180 896 1154 1460 948 1453 964 945 1296 304 39 598 277 1402 1612 384 1658 946 1467,1099
410,272 941 700 458 726 1242 418 1273 575 521 779 776 672 169 1532 299 1308 414 1571 1075,272
411,1197 744 1431 42 380 1349 799 198 384 340 736 1582 592 1195 1338 357 1244 1102 337 160,1197
412,173 481 299 18 1015 246 358 45 282 1070 259 510 1059 1441 2 1446 1549 1360 222 1029,173
413,628 109 33 1431 1411 92 730 649 1219 677 392 1608 1556 453 204 593 337 575 1529 1549,628
414,100 348 520 1111 764 169 1667 179 515 1294 370 555 1535 105 751 1056 712 160 1233 145,100
415,185 60 1672 247 828 902 718 1502 1323 1163 296 1033 282 112 267 1426 1199 1229 919 1624,185
416,1483 359 1026 1052 673 647 586 1243 1088 1417 1385 435 1435 1351 1203 244 1650 1109 1440 819,1483
417,1016 826 557 997 380 1226 1359 1002 641 449 606 450 1532 446 1541 1649 408 862 1551 824,1016
418,288 374 592 1147 151 234 770 673 723 1289 221 1600 745 622 1567 1219 1105 602 737 1170,288
419,14 761 1150 1626 920 582 639 180 872 774 378 210 456 67 1058 1291 528 116 458 8,14
420,690 253 249 560 1545 1292 722 719 930 611 619 410 10 420 1600 621 1317 1068 939 803,690
421,87 1062 262 753 876 177 1065 15 33 1247 1466 1181 101 965 1143 1488 1650 391 1260 1575,87
422,441 1397 415 159 1368 619 320 73 752 1325 962 428 1415 1594 227 596 42 1424 1401 1627,441
423,10 1585 1117 972 1325 1287 1109 146 1477 1207 665 694 239 527 1591 1227 607 648 728 1568,10
424,25 754 1090 1203 331 932 729 1644 979 1537 1216 450 809 1031 398 1645 242 1557 466 451,25
425,198 939 669 1335 251 151 608 1002 94 252 856 443 1041 166 1319 788 1588 185 101 175,198
426,185 725 798 313 1473 891 1093 1007 276 776 251 451 1621 239 360 922 1679 1353 137 1595,185
427,334 1457 798 615 1337 1248 1624 1034 1054 1114 1509 43 1163 21 1049 1458 1583 850 1382 1168,334
428,316 1157 61 1490 1672 175 1404 31 1057 354 926 238 1358 1465 440 1077 222 899 92 835,316
429,510 880 1534 1640 1483 1183 964 748 1279 517 1176 1113 981 233 1234 798 1464 1579 839 600,510
430,152 1051 1651 1352 859 923 1589 206 39 1307 1161 1236 508 1564 1446 1462 254 498 79 500,152
431,538 587 215 780 1303 123 626 202 1176 838 902 482 179 736 240 1095 31 154 741 908,538
432,258 1030 253 83 92 1285 161 935 776 1111 1289 366 1244 482 90 1043 212 1439 1612 819,258
433,919 279 1563 483 405 488 197 19 1208 487 715 1086 1153 141 884 447 490 1338 368 338,919
434,476 1473 394 1359 998 282 1421 601 109 1138 972 1208 1431 1198 1641 736 1445 911 1447 1450,476
435,313 1665 345 1134 1199 759 1397 38 259 216 533 914 1299 192 938 1354 1486 1527 1567 1628,313
436,581 654 661 148 667 536 699 1386 1380 1405 781 847 713 801 867 1438 1550 1120 455 1138,581
437,955 1474 1391 1013 1237 996 346 592 598 1655 1008 1357 804 1624 121 545 844 768 274 1252,955
438,476 1236 1242 1418 1026 1279 199 1193 641 1478 720 1189 353 192 1528 1095 320 65 346 928,476
439,290 222 710 1357 408 284 1029 46 493 293 1193 1611 1492 1050 567 1469 778 825 64 617,290
440,515 1188 337 500 5 159 510 52 295 1347 643 187 158 707 420 1135 1178 909 1344 1657,515
441,282 468 184 851 739 1435 602 394 156 781 934 723 285 186 1505 1125 1478 605 610 972,282
442,159 535 865 1202 1390 639 845 1129 1519 1545 729 1375 834 1076 1111 1040 1491 1601 683 207,159
443,12 1515 487 1351 1437 371 1219 45 228 152 86 942 1419 1506 856 276 573 347 326 1571,12
444,269 728 193 816 1088 37 1141 1228 1596 1620 1295 425 286 1475 559 500 463 749 1041 1006,269
445,902 1323 858 332 1536 1074 145 709 413 776 1640 1137 1290 911 1068 397 222 76 1325 1167,902
446,302 1107 305 423 1064 775 66 932 289 1603 861 1186 1205 1308 1192 976 917 1418 1557 590,302
447,156 1257 1017 679 574 1185 790 33 235 444 1323 1566 1648 1451 1229 599 1105 929 598 669,156
448,884 76 1668 613 378 940 918 16 1278 1127 1221 263 264 770 418 654 1199 1255 420 757,884
449,337 407 1206 628 468 972 1050 1589 1552 663 1599 571 431 808 251 1551 1036 1115 312 1111,337
450,245 665 989 1614 224 619 254 698 693 567 1652 134 1523 982 1566 1065 758 1460 1675 1511,245
451,1022 875 1323 347 1256 1543 1510 63 426 618 1626 370 105 1129 320 1395 27 588 244 280,1022
452,631 848 412 1423 1649 554 1545 1293 775 926 725 1111 390 755 975 114 1151 511 1444 1313,631
453,73 1026 926 1364 945 553 93 1308 1513 1249 1010 1606 1531 805 1074 1365 572 1004 594 1521,73
454,1107 1342 1545 1234 1130 189 1179 1101 198 1045 164 306 1346 719 898 1053 242 1424 2 1209,1107
455,307 775 1411 681 1280 109 316 632 934 1274 503 1266 99 33 918 288 516 635 1166 1573,307
456,258 1063 371 1001 63 350 1654 1461 453 641 126 676 1408 1635 1300 1037 355 692 244 31,258
457,98 92 1006 939 949 1435 1226 1591 710 1080 312 1384 761 1361 1675 1228 1141 1354 1007 383,98
458,847 486 1234 268 1321 161 1290 662 1673 114 772 1250 249 43 541 1015 679 1442 669 1346,847
459,186 1679 812 341 1297 442 339 754 703 1339 891 1494 179 1511 1435 576 435 528 938 961,186
460,713 977 36 749 1119 640 641 932 1028 393 1636 13 1359 1128 400 1146 1328 928 1456 1335,713
461,9 1584 991 1307 1403 1661 1028 1073 1343 1330 1608 873 1266 335 1394 524 914 1211 600 900,9
462,315 902 362 933 809 1254 64 1345 397 1283 482 752 1388 979 254 1569 1492 46 1638 1641,315
463,50 218 601 1478 73 1360 1160 11 1542 1239 1409 92 850 138 114 37 738 233 1429 1073,50
464,603 1548 1498 397 1633 1552 931 1072 1256 1424 511 1512 1384 1521 1510 1224 1089 1563 183 1179,603
465,318 1194 1412 1575 946 535 948 556 1114 1677 759 1523 113 69 22 339 674 264 1148 626,318
466,357 1263 228 221 989 580 1212 1581 1476 1077 1251 1437 1363 124 942 1675 1009 1042 1245 277,357
467,288 1204 62 1384 1319 867 1032 986 1164 429 378 1506 53 946 1331 860 1110 706 1205 267,288
468,44 908 1250 1305 1628 312 26 936 278 1481 267 1251 956 183 1562 1532 945 217 1147 974,44
469,127 1554 724 1623 880 776 987 876 1007 382 832 472 1272 1436 1091 522 37 988 1265 762,127
470,181 1372 707 745 595 412 1084 1526 914 1580 245 371 523 300 1233 415 388 1194 231 404,181
471,102 1354 520 452 332 560 1383 527 1112 1551 49 1310 672 1333 1416 829 1523 993 1674 1242,102
472,549 1071 406 1246 710 640 327 671 663 1472 520 296 407 340 371 503 741 1001 573 268,549
473,256 304 233 1349 206 197 577 979 1068 1653 1372 79 1457 1576 74 648 702 190 1132 546,256
474,221 1495 1412 1602 330 167 359 1099 630 1281 447 399 880 1677 775 1171 620 1259 1222 1430,221
475,259 876 486 957 634 1414 1291 1499 700 112 276 1617 1286 990 1297 1236 1361 1483 10 701,259
476,245 138 1610 983 879 296 605 391 1189 450 970 557 563 179 164 1121 161 416 483 972,245
477,846 795 398 828 689 702 1356 1362 1466 652 186 662 1668 863 39 224 619 486 751 517,846
478,739 1473 1553 1130 1134 298 476 725 977 938 251 1606 103 791 918 1493 229 36 771 753,739
479,915 311 1352 1165 685 145 580 1242 1351 1541 1293 26 424 331 410 1321 41 847 1489 1459,915
480,504 742 597 182 928 87 157 371 358 235 13 1017 1168 901 1504 697 1266 1567 1410 592,504
481,202 30 10 744 563 530 569 402 1381 526 668 1482 1553 42 1290 983 303 971 409 813,202
482,298 1560 190 518 598 1112 261 759 350 1301 1139 954 310 1629 708 1243 371 1219 797 1155,298
483,1152 1582 613 777 195 179 1194 583 599 679 1377 1447 607 351 661 771 249 1525 1004 397,1152
484,197 1037 350 1006 870 841 215 568 1408 48 209 1283 1397 62 1092 1298 1373 1231 1334 970,197
485,341 1069 1409 105 779 1238 216 765 1045 775 19 122 1680 317 1421 934 931 424 1545 904,341
486,100 1368 751 158 1290 908 900 1180 200 741 402 1031 876 1484 12 1305 363 905 244 1215,100
487,833 777 1450 320 1107 1601 1226 29 681 1210 1159 411 1511 1658 446 135 1403 1457 175 476,833
488,185 1637 274 88 571 514 129 1112 1 91 224 629 1230 455 1368 982 1598 855 122 713,185
489,353 1664 1488 1218 570 839 1373 443 1446 824 382 865 236 1610 1002 251 1630 448 642 951,353
490,109 1363 525 1560 1213 317 831 67 95 994 1676 59 488 80 154 1600 900 1604 1208 1159,109
491,258 504 413 319 615 119 1533 884 1394 206 1269 1538 364 16 1193 1476 1510 1638 1309 1173,258
492,474 496 805 1472 162 545 657 188 1155 1487 529 13 206 1480 342 1206 1205 1467 263 1125,474
493,333 909 674 330 1404 721 1086 166 770 1586 20 736 122 408 493 99 899 1411 1557 759,333
494,126 1303 106 1237 1208 297 1370 491 178 1676 116 1037 621 430 872 451 360 1550 1537 284,126
495,120 314 1421 1376 450 1669 1384 476 624 897 1067 1646 1623 420 855 719 1423 1533 1505 921,120
496,87 326 995 1187 1366 782 974 1212 688 584 1653 654 407 573 968 1010 1634 1499 1059 439,87
497,584 509 1525 705 208 1200 840 848 1131 284 1536 1630 1196 1434 1502 1513 1118 1232 684 1202,584
498,448 181 447 1584 1337 150 411 214 1210 1064 511 1027 262 1290 1110 1231 1053 372 973 1568,448
499,902 1269 1223 289 1521 1140 1565 1374 498 1449 325 1400 1262 405 159 143 113 1221 1672 170,902
500,298 659 1389 1574 306 825 1047 1433 907 969 990 222 1204 95 884 12 1266 869 1364 1103,298
501,1007 1295 351 553 1292 1544 629 1178 249 303 135 679 163 187 1348 39 1396 769 858 1664,1007
502,687 1680 69 327 1506 299 1372 444 1248 1219 137 1090 1510 704 1618 1302 1117 1197 836 373,687
503,778 1131 677 1349 1505 734 92 715 514 1556 1257 872 1305 273 617 1499 1160 1319 1576 120,778
504,409 893 751 843 1303 386 1160 675 384 1204 325 109 112 1128 237 740 1254 1087 1302 1095,409
505,648 1662 1503 1186 226 1008 353 130 184 1112 1626 1586 293 781 453 103 485 1170 761 1291,648
506,568 735 398 1286 1476 734 370 572 499 257 1258 1342 1532 798 236 249 1179 1549 878 1266,568
507,118 46 239 902 858 1043 719 283 1075 115 90 291 167 1583 128 1282 1488 81 1018 1166,118
508,50 1356 875 251 1014 1563 732 1668 955 864 1031 953 1497 1231 65 383 139 781 687 679,50
509,50 99 1088 152 925 671 1050 1624 185 1611 1129 1089 1130 766 1214 1001 581 1165 1446 1073,50
510,678 1047 1625 167 498 737 44 960 1369 813 168 1524 1442 268 728 1658 1041 962 755 1198,678
511,294 1126 1677 241 969 462 860 563 1219 473 1165 1630 52 787 1413 1482 456 196 481 161,294
512,1 932 260 1169 66 417 790 1602 654 906 363 807 954 1268 802 968 1440 834 226 921,1
513,252 1272 1498 1289 529 935 559 1184 234 5 1268 54 1270 1250 1203 1382 924 574 1234 794,252
514,313 1187 984 1399 13 799 585 833 930 62 891 1424 1639 1631 224 362 850 134 442 1107,313
515,1399 632 518 1279 567 417 1104 1064 322 541 977 1371 862 610 130 321 142 1321 920 1375,1399
516,169 1640 1251 1015 1337 1326 1258 1410 1294 177 1064 1601 360 1261 1298 105 1433 1086 1037 851,169
517,1177 1265 1497 876 905 113 993 422 61 577 657 1490 1383 101 626 1139 523 1021 821 14,1177
518,280 17 1511 1579 706 1650 115 304 293 1408 1514 992 1019 281 1192 109 1278 262 84 786,280
519,346 1055 985 1614 993 380 422 1308 637 906 646 1180 728 1579 425 1107 1234 1195 247 251,346
520,283 1463 165 1147 627 233 661 1245 879 429 200 812 1491 1584 677 623 60 1635 358 830,283
521,68 53 439 190 894 579 285 1258 1041 23 110 1125 649 395 138 1637 931 1508 1624 622,68
522,530 1227 1320 319 326 1269 1176 1512 439 926 386 1519 245 1487 602 757 1596 236 272 840,530
523,727 875 1427 754 541 1647 1274 26 927 94 1673 787 1678 1283 818 672 1240 52 1674 685,727
524,898 1184 1545 998 263 165 1241 835 984 1273 1579 103 1063 611 618 836 625 1267 1644 1434,898
525,269 360 1133 74 649 1509 1135 1460 935 1538 1174 964 1521 1364 1565 1241 62 1402 1497 1303,269
526,248 1517 991 864 632 728 1110 802 1239 1455 823 1510 679 238 94 275 471 1015 459 1269,248
527,1101 1111 1062 795 1128 349 1582 403 1288 711 393 1585 263 1102 633 1227 1364 457 170 1427,1101
528,168 1178 1291 1309 610 1425 1194 609 499 889 1061 1186 1493 1636 1679 532 757 833 575 1463,168
529,875 503 1196 519 1597 567 1645 988 30 1056 477 564 1297 57 1160 978 1420 1318 1273 1400,875
530,1136 381 1118 1066 1009 379 625 1414 981 1561 1013 1591 751 29 955 182 808 551 92 1427,1136
531,313 1513 596 4 429 994 972 78 1083 772 205 1506 150 811 927 778 1184 867 1679 958,313
532,1011 1183 182 577 68 638 57 239 839 715 1334 465 1024 245 1233 1145 709 967 388 246,1011
533,297 749 548 1665 33 1237 6 1508 1585 970 686 1571 1022 1654 554 291 1139 263 135 841,297
534,763 490 646 601 1269 458 1362 1557 600 228 1601 495 138 1654 1638 1073 831 439 1409 12,763
535,258 1331 1106 681 784 224 928 1073 805 944 1579 1129 1495 332 751 828 476 914 1267 1432,258
